cells      L2_u           L2_p      
   64 9.305e-02    - 3.910e+00    - 
  512 2.426e-02 1.94 2.127e+00 0.88 
 4096 6.137e-03 1.98 1.087e+00 0.97 
32768 1.539e-03 2.00 5.467e-01 0.99 
