cells     L2_u          L2_p      
    4 1.82e-02    - 1.48e-03    - 
   16 7.91e-04 4.52 8.80e-05 4.07 
   64 4.37e-05 4.18 5.56e-06 3.98 
  256 2.65e-06 4.05 3.49e-07 4.00 
 1024 1.64e-07 4.01 2.18e-08 4.00 
 4096 1.02e-08 4.00 1.36e-09 4.00 
