cells     L2_u          L2_p      
    4 5.06e-01    - 9.05e-02    - 
   16 1.33e-01 1.93 2.14e-02 2.08 
   64 3.36e-02 1.98 5.23e-03 2.03 
  256 8.44e-03 2.00 1.30e-03 2.01 
 1024 2.11e-03 2.00 3.24e-04 2.00 
 4096 5.28e-04 2.00 8.10e-05 2.00 
