cells     L2_u          L2_p      
    4 8.41e-02    - 1.00e-02    - 
   16 2.07e-02 2.02 1.16e-03 3.11 
   64 5.29e-03 1.97 1.44e-04 3.01 
  256 1.34e-03 1.99 1.81e-05 3.00 
 1024 3.35e-04 2.00 2.26e-06 3.00 
 4096 8.38e-05 2.00 2.82e-07 3.00 
