cells     L2_u          L2_p      
    4 5.59e-03    - 1.43e-03    - 
   16 3.56e-04 3.97 6.81e-05 4.40 
   64 3.23e-05 3.46 3.62e-06 4.23 
  256 3.66e-06 3.14 2.14e-07 4.08 
 1024 4.45e-07 3.04 1.32e-08 4.02 
 4096 5.53e-08 3.01 8.19e-10 4.01 
