cells      L2_u           L2_p      
   16 2.697e-03    - 2.146e-01    - 
   64 2.839e-04 3.25 5.665e-02 1.92 
  256 3.337e-05 3.09 1.437e-02 1.98 
 1024 4.100e-06 3.02 3.605e-03 1.99 
