cells     L2_u          L2_p      
    4 5.54e-02    - 1.40e-02    - 
   16 7.27e-03 2.93 1.38e-03 3.34 
   64 1.33e-03 2.46 1.47e-04 3.23 
  256 3.00e-04 2.14 1.74e-05 3.08 
 1024 7.32e-05 2.04 2.14e-06 3.02 
 4096 1.82e-05 2.01 2.66e-07 3.01 
