cells      L2_u           L2_p      
   16 1.080e-04    - 2.114e-02    - 
   64 6.151e-06 4.13 2.728e-03 2.95 
  256 3.730e-07 4.04 3.440e-04 2.99 
 1024 2.312e-08 4.01 4.311e-05 3.00 
