cells      L2_u           L2_p      
   16 1.117e-04    - 1.892e-02    - 
   64 6.363e-06 4.13 2.404e-03 2.98 
  256 3.852e-07 4.05 3.005e-04 3.00 
 1024 2.383e-08 4.02 3.749e-05 3.00 
