cells     L2_u          L2_p      
    4 6.94e-01    - 1.51e-01    - 
   16 3.93e-01 0.82 4.20e-02 1.85 
   64 2.06e-01 0.93 1.08e-02 1.96 
  256 1.04e-01 0.98 2.71e-03 1.99 
 1024 5.23e-02 1.00 6.79e-04 2.00 
 4096 2.62e-02 1.00 1.70e-04 2.00 
