cells     L2_u          L2_p      
    4 3.15e-02    - 1.75e-03    - 
   16 2.46e-03 3.68 9.58e-05 4.19 
   64 1.57e-04 3.97 5.64e-06 4.09 
  256 9.90e-06 3.99 3.48e-07 4.02 
 1024 6.33e-07 3.97 2.16e-08 4.01 
 4096 4.28e-08 3.88 1.35e-09 4.00 
