cells     L2_u          L2_p      
    4 8.65e-02    - 1.32e-02    - 
   16 1.31e-02 2.72 1.83e-03 2.84 
   64 1.81e-03 2.86 2.37e-04 2.95 
  256 2.56e-04 2.82 2.98e-05 2.99 
 1024 4.24e-05 2.59 3.73e-06 3.00 
 4096 8.70e-06 2.28 4.66e-07 3.00 
