cells     L2_u          L2_p      
    4 3.62e-01    - 9.53e-02    - 
   16 1.07e-01 1.77 1.87e-02 2.35 
   64 4.09e-02 1.38 4.30e-03 2.12 
  256 1.86e-02 1.13 1.05e-03 2.03 
 1024 9.07e-03 1.04 2.61e-04 2.01 
 4096 4.51e-03 1.01 6.51e-05 2.00 
