cells     L2_u          L2_p      
    4 3.06e-02    - 1.72e-03    - 
   16 2.24e-03 3.77 9.35e-05 4.20 
   64 1.44e-04 3.96 5.61e-06 4.06 
  256 9.11e-06 3.98 3.47e-07 4.01 
 1024 5.85e-07 3.96 2.16e-08 4.00 
 4096 4.01e-08 3.87 1.35e-09 4.00 
