cells     L2_u          L2_p      
    8 2.25e-01    - 1.69e-02    - 
   64 4.60e-02 2.29 1.93e-03 3.13 
  512 7.09e-03 2.70 2.11e-04 3.20 
 4096 9.48e-04 2.90 2.53e-05 3.05 
32768 1.25e-04 2.92 3.15e-06 3.01 
