cells     L2_u          L2_p      
    4 4.57e-01    - 9.26e-02    - 
   16 1.12e-01 2.03 2.14e-02 2.11 
   64 2.79e-02 2.00 5.22e-03 2.03 
  256 6.98e-03 2.00 1.30e-03 2.01 
 1024 1.74e-03 2.00 3.24e-04 2.00 
 4096 4.36e-04 2.00 8.10e-05 2.00 
